st_gender,st_spg,st_mmog,st_age,st_immig,st_belong,st_repeat,pa_books,pa_educ,pa_escs,W_FSTUWT,math_score,scie_score,read_score,good_math,good_scie,good_read,bad_math,bad_scie,bad_read
Male,Almost every day,Once or twice a week,16.25,Native,.1052,0,More than 500 books,18,1.8099,104.5231,591.1524,655.72998,570.00238,0,1,0,0,0,0
Male,Never or hardly ever,Almost every day,16.17,Native,.6846,0,26-100 books,18,1.1178,104.5231,605.23138,676.33667,610.36493,1,1,1,0,0,0
Male,Once or twice a month,Once or twice a week,16.08,Native,1.5611,0,201-500 books,18,1.3683,104.5231,520.28381,509.50201,515.474,0,0,0,0,0,0
Male,Almost every day,Almost every day,16.25,Native,.1802,0,101-200 books,18,1.5929,104.5231,727.38672,730.7157,698.85651,1,1,1,0,0,0
Male,Once or twice a month,Never or hardly ever,15.58,Native,-.6837,0,26-100 books,13,-.4009,116.0117,616.41278,568.84558,482.8118,1,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,15.5,Second-Generation,-.2511,1,26-100 books,18,1.7649,115.3092,494.0282,468.09689,484.59711,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.58,Native,.6642,1,26-100 books,18,1.0734,115.3092,514.49359,490.81149,455.89331,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,-1.5827,0,101-200 books,18,.6919,127.7362,428.05499,422.08649,451.8992,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,-.9626,1,11-25 books,10,-1.407,127.7362,492.0293,521.97839,483.97339,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.5,Second-Generation,.75,0,26-100 books,18,.8834,115.3092,357.78629,299.14099,284.85181,0,0,0,1,1,1
Female,Once or twice a month,Once or twice a month,16,Second-Generation,-1.4975,0,11-25 books,15,-.6109,115.3092,427.83109,425.05331,457.1532,0,0,0,1,1,0
Female,Once or twice a week,Never or hardly ever,15.67,Native,-.7527,0,26-100 books,13,-.3386,115.3092,444.83899,453.25931,485.5206,0,0,0,1,0,0
Female,Once or twice a week,Never or hardly ever,15.67,Second-Generation,-.0621,0,26-100 books,18,1.1794,115.3092,538.67529,555.14948,592.27393,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Second-Generation,.2906,0,11-25 books,13,-1.0851,115.3092,442.16809,424.42151,461.2326,0,0,0,1,1,0
Male,Once or twice a week,Almost every day,15.75,Native,1.1245,0,26-100 books,13,-.9049,115.3092,426.04691,439.922,458.43051,0,0,0,1,1,0
Male,Never or hardly ever,Never or hardly ever,16.25,Native,-.0944,0,11-25 books,18,.5471,115.3092,488.3389,480.41049,456.25562,0,0,0,0,0,0
Male,Almost every day,Almost every day,16.25,Second-Generation,.6642,0,26-100 books,10,-.6651,115.3092,412.37299,404.952,416.02151,0,0,0,1,1,1
Male,Once or twice a month,Once or twice a week,15.92,Native,-.8729,0,26-100 books,13,.5906,115.3092,462.31271,490.26459,523.65143,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,First-Generation,.9646,1,11-25 books,15,-.3558,127.7362,429.98041,455.18729,492.12009,0,0,0,1,0,0
Male,Every day,Every day,15.42,Native,-.6372,0,101-200 books,13,-.4446,100.3955,530.10773,527.31677,464.7337,0,0,0,0,0,0
Female,Almost every day,Almost every day,15.67,First-Generation,1.5043,0,26-100 books,3,-2.2507,107.2271,448.86511,444.6282,451.5188,0,0,0,1,1,0
Male,Never or hardly ever,Never or hardly ever,16.17,Second-Generation,1.5043,1,11-25 books,10,-1.328,100.3955,484.8511,437.4133,451.16919,0,0,0,0,1,0
Female,Never or hardly ever,Once or twice a month,15.75,Native,.5073,0,26-100 books,15,.7268,119.959,450.62799,450.34119,473.08209,0,0,0,0,0,0
Female,Almost every day,Never or hardly ever,15.92,Second-Generation,2.5915,0,26-100 books,18,.1273,119.959,444.9588,398.47229,450.0405,0,0,0,1,1,0
Male,Every day,Almost every day,16.17,Second-Generation,.5073,0,11-25 books,15,.0805,90.77185,530.47491,558.17249,531.85797,0,0,0,0,0,0
Male,Almost every day,Every day,15.92,First-Generation,-.3383,0,26-100 books,18,.6805,90.77185,502.32019,428.74359,439.74631,0,0,0,0,1,1
Male,Never or hardly ever,Almost every day,16.08,Second-Generation,-.5064,0,26-100 books,13,-.8337,90.77185,482.69809,463.39279,493.89331,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a month,16.08,Second-Generation,1.0269,0,26-100 books,13,-.5334,90.77185,509.62201,448.16821,477.02969,0,0,0,0,1,0
Male,Once or twice a week,Once or twice a week,15.67,Native,-1.0023,0,201-500 books,18,.3494,90.77185,554.1911,566.49969,515.71832,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16,Native,-.4538,0,101-200 books,18,1.2655,90.77185,541.6131,563.08099,563.48291,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,-.6711,0,26-100 books,10,-1.3814,107.2271,556.02191,531.73572,478.86029,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,.514,1,26-100 books,13,-.0426,146.9283,425.96451,467.98349,515.1651,0,0,0,1,0,0
Male,Once or twice a month,Once or twice a month,15.42,Native,.9958,1,0-10 books,10,-.7584,134.6786,291.16959,263.09341,200.7625,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.58,Native,.6642,0,11-25 books,10,-.6477000000000001,146.9283,400.34781,391.4545,448.2272,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.42,Native,.6642,0,26-100 books,13,-.4607,146.9283,473.6275,487.07629,513.12408,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.83,Native,1.5139,0,201-500 books,13,-.5579,134.6786,467.2547,483.15201,479.44629,0,0,0,0,0,0
Male,Once or twice a month,Never or hardly ever,15.92,Native,-.0153,1,0-10 books,15,.897,134.6786,366.05649,364.46381,315.44659,0,0,0,1,1,1
Male,Never or hardly ever,Every day,15.83,Native,1.5043,0,More than 500 books,18,1.4101,134.6786,481.41241,504.7818,477.18741,0,0,0,0,0,0
Male,Never or hardly ever,Every day,15.92,Native,.6642,0,26-100 books,10,-.8151,133.7071,528.8653,505.1713,476.9855,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,16.33,Native,.0777,0,11-25 books,18,.6096,133.7071,473.6814,477.34021,488.49261,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,15.92,Native,-1.4115,0,26-100 books,10,-.3883,133.7071,505.6665,491.00461,464.20209,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,16.17,Native,.412,0,0-10 books,10,-1.2295,133.7071,542.47351,541.60773,521.4726,0,0,0,0,0,0
Male,Almost every day,Almost every day,16.33,Native,.5943000000000001,0,101-200 books,13,-.1509,133.7071,483.4985,485.0376,488.60641,0,0,0,0,0,0
Male,Almost every day,Almost every day,16.33,Native,-.2712,0,11-25 books,10,-1.0585,133.7071,408.85431,409.07639,380.1553,0,0,0,1,1,1
Female,Once or twice a month,Never or hardly ever,15.5,Native,.6642,0,0-10 books,10,-.9583,146.9283,428.85309,445.93909,420.3251,0,0,0,1,1,1
Male,Almost every day,Once or twice a week,16.25,Native,.1308,0,11-25 books,10,-.9867,134.6786,470.1821,484.487,432.47031,0,0,0,0,0,1
Male,Once or twice a week,Once or twice a week,15.92,Native,.1985,0,0-10 books,15,-.5464,134.6786,400.60641,387.64441,336.70291,0,0,0,1,1,1
Male,Never or hardly ever,Never or hardly ever,16.25,First-Generation,-.7346,0,0-10 books,18,.5675,99.41558000000001,373.6434,282.96301,251.74879,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.5,Native,.6642,0,0-10 books,10,-1.785,115.8795,358.81259,373.42221,419.6398,0,0,0,1,1,1
Male,Once or twice a week,Once or twice a week,15.67,Native,-.0353,0,26-100 books,18,1.3357,99.41558000000001,452.32559,440.56009,408.40359,0,0,0,0,1,1
Male,Once or twice a month,Every day,15.67,Native,1.1245,0,11-25 books,10,-.7612,99.41558000000001,395.328,345.4646,360.04459,0,0,0,1,1,1
Male,Once or twice a month,Once or twice a month,15.33,Native,2.5915,0,0-10 books,15,.3422,99.41558000000001,460.6413,421.1358,349.06421,0,0,0,0,1,1
Male,Once or twice a week,Once or twice a week,15.42,Native,-3.1297,0,0-10 books,10,-1.218,99.41558000000001,468.3031,477.47369,455.5834,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,15.5,Native,2.5915,0,11-25 books,10,-.9212,99.41558000000001,447.42831,398.29391,460.9783,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.514,0,101-200 books,10,-1.0967,106.2982,423.5928,414.9682,498.11371,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,-1.8419,0,26-100 books,10,-.7325,106.2982,505.34,496.55341,542.3692,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,.6642,0,26-100 books,13,-.261,106.2982,358.65909,369.41321,430.63831,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.67,Second-Generation,-.0621,0,101-200 books,15,.1071,106.2982,405.97571,379.40649,432.45761,0,0,0,1,1,1
Male,Once or twice a week,Once or twice a week,16,Native,-1.3121,0,26-100 books,15,.2278,103.2753,525.0694,451.3472,436.36301,0,0,0,0,0,1
Male,Never or hardly ever,Never or hardly ever,16.17,Native,-.2485,0,0-10 books,15,.1829,103.2753,435.24649,390.74341,287.271,0,0,0,1,1,1
Male,Once or twice a week,Almost every day,16.25,Native,2.5915,0,101-200 books,15,.6607,103.2753,505.8718,420.1843,496.4599,0,0,0,0,1,0
Male,Every day,Every day,16.25,Native,.0048,0,26-100 books,18,1.1058,103.2753,516.49872,529.31079,487.9028,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.83,Native,.2947,0,101-200 books,15,-.2502,103.2753,551.66559,597.64917,523.73859,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.08,Native,-1.2551,0,0-10 books,13,-.3517,99.41558000000001,368.43359,323.4603,314.2482,0,0,0,1,1,1
Male,Every day,Every day,15.42,Native,2.5915,0,26-100 books,15,-.117,99.41558000000001,577.9585,539.71167,496.92609,0,0,0,0,0,0
Male,Every day,Every day,15.67,Native,.7934,0,26-100 books,18,.151,99.41558000000001,472.97809,445.36819,392.9826,0,0,0,0,1,1
Male,Once or twice a week,Every day,15.67,Native,2.5915,0,201-500 books,18,.9449,99.41558000000001,504.72751,519.30011,513.21899,0,0,0,0,0,0
Female,Almost every day,Never or hardly ever,15.42,Native,2.5915,0,201-500 books,15,.0369,120.4724,409.14719,398.60541,456.46869,0,0,0,1,1,0
Female,Once or twice a month,Once or twice a month,16.08,Native,-.7817,0,11-25 books,10,-.6719000000000001,121.0009,496.24179,513.73151,532.78387,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,16.17,Native,.6642,0,101-200 books,10,-.4697,116.1167,515.18048,500.62,521.31653,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.33,Native,-.7104,0,101-200 books,18,1.3267,116.1167,449.10541,402.9939,445.48239,0,0,0,1,1,1
Male,Once or twice a month,Almost every day,16.25,Native,-.4725,0,201-500 books,15,.297,116.1167,570.71613,590.71613,572.22443,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,-.3259,0,201-500 books,10,-.6502,120.4724,557.11292,585.185,631.8717,0,0,1,0,0,0
Male,Once or twice a month,Once or twice a week,15.67,Native,.7934,0,11-25 books,15,-.3311,116.1167,443.00131,425.4649,434.09399,0,0,0,1,1,1
Male,Never or hardly ever,Once or twice a week,15.58,Native,-1.2158,0,26-100 books,13,-.2851,116.1167,425.1015,448.2869,449.20221,0,0,0,1,1,1
Male,Once or twice a week,Almost every day,15.58,Native,.0248,0,0-10 books,10,-.6171,116.1167,547.34778,559.8158,539.76532,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.9357,0,101-200 books,15,-.0348,121.35,582.8125,610.27148,655.98767,0,1,1,0,0,0
Female,Once or twice a month,Once or twice a month,15.5,Native,.2947,0,201-500 books,18,2.0725,121.35,483.6835,512.25702,519.71429,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.67,Native,.0776,1,201-500 books,18,1.016,121.35,573.07111,595.8103,606.46802,0,0,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Second-Generation,-1.3781,0,201-500 books,18,.8312,121.35,604.45941,578.30103,586.90039,1,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.33,Native,1.5043,0,More than 500 books,18,1.5741,121.35,609.80798,587.68451,604.97058,1,0,1,0,0,0
Male,Once or twice a week,Once or twice a week,15.42,Native,.2947,0,101-200 books,13,.5148,121.35,549.05988,526.33191,521.00659,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,15.5,Native,.2947,0,More than 500 books,18,1.9257,121.35,609.85931,610.1214,634.26929,1,1,1,0,0,0
Male,Every day,Once or twice a week,16.33,Native,-.8828,0,More than 500 books,18,1.4087,121.35,686.80127,715.95032,666.4364,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.9357,0,26-100 books,15,.2891,121.35,566.99518,601.67853,621.4549,0,1,1,0,0,0
Female,Once or twice a month,Once or twice a month,15.83,Native,.6897,0,201-500 books,18,1.4056,121.35,646.33582,663.88342,647.50598,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,-.082,0,201-500 books,18,1.0902,121.35,592.72998,554.63062,590.98541,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Native,.6642,0,201-500 books,18,1.4323,121.35,536.17639,529.62842,563.59949,0,0,0,0,0,0
Male,Almost every day,Once or twice a month,15.42,Native,2.5915,0,More than 500 books,18,2.2719,121.35,531.5246,479.1012,487.0336,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.17,Native,2.5915,0,More than 500 books,18,1.088,121.35,663.9353,675.86511,627.04413,1,1,1,0,0,0
Male,Once or twice a week,Almost every day,16.33,Native,1.398,0,201-500 books,18,1.058,121.35,650.18469,610.85553,578.63843,1,1,0,0,0,0
Male,Once or twice a week,Never or hardly ever,16,Native,1.5611,0,More than 500 books,15,.3359,121.35,556.19171,558.08783,545.1001,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.67,Native,.9357,0,More than 500 books,18,1.3933,121.35,645.85217,672.09052,660.85651,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,-.0153,0,201-500 books,15,.7286,121.35,599.38629,590.45782,584.17078,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.33,Native,1.5043,1,More than 500 books,18,1.7692,121.35,541.2356,544.6181,576.16461,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.33,Native,-.3458,0,101-200 books,18,.7982,121.35,622.39783,661.72937,667.15491,1,1,1,0,0,0
Male,Almost every day,Every day,15.42,First-Generation,.6642,0,26-100 books,10,-1.5009,121.35,606.6391,606.8161,546.74689,1,1,0,0,0,0
Female,Once or twice a month,Once or twice a month,15.67,Native,-.7346,1,101-200 books,18,.0021,142.4706,418.95029,386.703,364.58459,0,0,0,1,1,1
Female,Once or twice a week,Never or hardly ever,15.58,Native,-.8828,0,0-10 books,10,-.5633,142.4706,424.0022,426.21481,436.64951,0,0,0,1,1,1
Female,Every day,Every day,16,Native,1.0269,0,26-100 books,18,1.1578,151.9585,471.4024,442.7659,456.72171,0,0,0,0,1,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,-1.0399,0,201-500 books,13,.3858,151.9585,476.1951,518.2879,511.23001,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.42,Native,.1052,0,More than 500 books,18,1.3409,172.6162,605.12469,629.88318,621.75641,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,-.0626,0,26-100 books,13,-.7508,140.8891,397.02481,403.00021,401.77969,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.5,Native,.9646,0,0-10 books,13,-.5174,140.8891,457.18839,432.43011,485.10379,0,0,0,0,1,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,2.5915,0,101-200 books,10,-1.2557,140.8891,463.2374,482.19312,502.9682,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a week,15.83,Native,-.7673,1,26-100 books,18,.6685,131.9128,496.20239,511.35001,534.6106,0,0,0,0,0,0
Male,Every day,Every day,15.75,Native,2.5915,0,More than 500 books,18,1.6282,131.9128,507.3288,554.92828,493.29681,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a week,15.58,Native,.0248,0,26-100 books,18,-.0802,131.9128,438.3223,392.00531,391.27209,0,0,0,1,1,1
Male,Every day,Every day,16.08,Native,.3076,0,101-200 books,18,1.072,131.9128,593.05652,609.0423,546.38568,0,1,0,0,0,0
Male,Once or twice a month,Every day,16.33,First-Generation,-.119,0,0-10 books,15,-.4603,131.9128,548.47559,527.43799,503.3407,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.67,Native,2.5915,1,26-100 books,15,.6533,131.9128,488.27161,507.9845,534.37372,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.7554999999999999,0,201-500 books,10,-.7561,119.268,547.25293,566.15582,586.03119,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,-.3381,0,26-100 books,10,-1.2178,119.268,592.99548,559.55762,603.49823,0,0,1,0,0,0
Female,Almost every day,Every day,16.33,Native,.6846,0,More than 500 books,15,.4926,119.268,443.06711,523.92297,572.98572,0,0,0,1,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,-.8844,0,201-500 books,18,1.2711,119.268,471.23581,514.93182,549.9787,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,16.08,Native,.6642,0,101-200 books,13,-.0721,119.268,466.1174,493.35419,512.96381,0,0,0,0,0,0
Male,Almost every day,Once or twice a month,16.08,Native,-.234,0,101-200 books,15,.7335,119.268,531.53778,592.18298,537.7843,0,0,0,0,0,0
Male,Almost every day,Almost every day,16.08,Native,-1.1026,0,26-100 books,13,-.6903,119.268,540.95959,565.76727,497.43759,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.92,Second-Generation,.3171,0,101-200 books,10,-.671,119.268,622.95697,594.19202,552.82422,1,0,0,0,0,0
Male,Never or hardly ever,Every day,16,Native,-.259,0,26-100 books,13,-.3483,119.268,516.2738,506.01849,503.1066,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.25,Native,.042,0,26-100 books,10,-.2529,119.268,507.79691,526.07111,601.82458,0,0,1,0,0,0
Male,Every day,Every day,16.33,Second-Generation,-.378,0,0-10 books,13,-.2501,119.268,419.62939,426.70911,446.2919,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.67,First-Generation,.6846,0,26-100 books,18,.6352,140.8891,455.69199,377.9845,448.31711,0,0,0,0,1,1
Female,Once or twice a week,Once or twice a week,16.25,Native,-.627,1,0-10 books,13,-.2257,140.8891,352.89569,347.5524,369.86871,0,0,0,1,1,1
Male,Every day,Every day,15.75,Native,-1.0795,0,26-100 books,13,-.7828000000000001,131.9128,338.27789,323.80261,344.71619,0,0,0,1,1,1
Male,Once or twice a week,Almost every day,15.58,Native,-.505,0,101-200 books,18,1.2003,82.95076,454.16071,481.642,502.37009,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,2.5915,1,0-10 books,18,.3132,91.37059000000001,477.10519,541.67798,518.05249,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.42,Native,-.4725,0,26-100 books,10,-.7067,82.95076,539.70258,497.98581,505.06421,0,0,0,0,0,0
Male,Once or twice a week,Every day,15.83,Native,.1771,0,101-200 books,18,1.0595,82.95076,526.44299,568.21637,580.8598,0,0,0,0,0,0
Male,Almost every day,Once or twice a week,15.58,Native,-.3381,0,201-500 books,18,1.1488,82.95076,526.6626,458.55029,415.04691,0,0,0,0,0,1
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.9357,0,201-500 books,18,1.424,95.72023,492.50021,523.2594,526.93158,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,1.398,0,201-500 books,18,1.1864,95.72023,568.75989,610.23779,614.17041,0,1,1,0,0,0
Male,Every day,Every day,16,Native,.6642,0,More than 500 books,10,-.7215,87.7471,667.0639,679.96631,580.5874,1,1,0,0,0,0
Male,Never or hardly ever,Once or twice a week,15.67,Native,-.6837,0,26-100 books,18,.0632,87.7471,571.09277,572.20599,558.8175,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,16,Native,.6642,0,101-200 books,10,.4034,87.7471,520.47168,513.7337,553.10101,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,16.08,Second-Generation,-.4725,0,26-100 books,10,-1.0131,87.7471,544.30402,552.86627,543.63611,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a week,15.83,Native,.9357,0,11-25 books,15,.425,87.7471,555.46252,571.00513,539.25281,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.25,Native,.6642,0,101-200 books,15,.8006,87.7471,507.36209,517.35889,537.55573,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,16.25,Native,2.5915,0,26-100 books,18,1.5974,87.7471,555.64893,552.28058,546.2998,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,.1985,0,101-200 books,15,-.3385,91.37059000000001,415.3045,435.2963,455.9158,0,0,0,1,1,0
Female,Almost every day,Never or hardly ever,15.83,Native,.1258,0,0-10 books,13,-.9526,91.37059000000001,490.95349,506.25381,534.9458,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.5,Native,-1.5982,0,More than 500 books,15,-.0305,82.95076,447.77921,438.84589,412.7554,0,0,0,1,1,1
Male,Once or twice a week,Once or twice a week,15.42,Native,.9357,0,101-200 books,13,.2715,89.13625999999999,543.33301,573.43469,575.1441,0,0,0,0,0,0
Male,Almost every day,Every day,15.67,Native,2.5915,0,101-200 books,18,1.3313,89.13625999999999,591.12903,585.64429,609.41669,0,0,1,0,0,0
Male,Once or twice a month,Almost every day,15.5,Native,2.5915,0,101-200 books,18,1.755,89.13625999999999,527.63422,560.68579,592.16498,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.33,Native,1.398,0,101-200 books,13,.1115,89.13625999999999,577.3844,584.59979,575.9574,0,0,0,0,0,0
Male,Once or twice a month,Almost every day,15.58,Native,.9646,0,26-100 books,13,.0545,89.13625999999999,552.88342,578.44818,540.94049,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.2947,0,101-200 books,18,1.7111,91.91670999999999,561.30939,561.99542,602.89801,0,0,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.1258,0,More than 500 books,18,.3283,91.91670999999999,484.90851,498.47421,541.17749,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,2.5915,0,More than 500 books,18,1.5692,91.91670999999999,607.79938,622.51068,669.40289,1,1,1,0,0,0
Female,Once or twice a week,Never or hardly ever,16.17,Native,1.398,0,101-200 books,15,.5089,91.91670999999999,656.35107,710.37469,691.81232,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,.9357,0,26-100 books,18,.1217,91.91670999999999,475.50201,481.59891,504.4465,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.3549,0,101-200 books,10,-.556,91.91670999999999,466.45889,483.04599,514.7334,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,16.17,Native,2.5915,0,26-100 books,10,-.8389,82.99093999999999,605.06818,562.2674,554.97357,1,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.25,Native,.3171,0,11-25 books,15,-.5875,82.99093999999999,675.47382,647.44708,608.198,1,1,1,0,0,0
Male,Almost every day,Almost every day,15.83,Second-Generation,-.2913,0,11-25 books,13,-.2476,82.99093999999999,517.8902,575.23712,614.11621,0,0,1,0,0,0
Male,Almost every day,Almost every day,15.5,Native,-1.8419,0,201-500 books,18,1.3759,82.99093999999999,582.13647,612.4408,626.71838,0,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.83,Native,.7701,0,201-500 books,18,1.7456,82.99093999999999,615.5769,608.3844,619.55322,1,1,1,0,0,0
Male,Almost every day,Almost every day,15.83,Native,2.5915,0,0-10 books,18,1.1198,82.99093999999999,553.7865,592.06403,585.60303,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.75,Native,-1.8419,0,26-100 books,13,.2873,82.99093999999999,652.31561,686.07349,597.27338,1,1,0,0,0,0
Male,Never or hardly ever,Every day,16.17,Native,.6642,0,11-25 books,13,.3821,82.99093999999999,567.94098,599.33173,614.82538,0,0,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.58,Native,.1157,0,101-200 books,13,.4785,90.88768,489.7048,478.95389,548.21649,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.33,Native,.75,0,26-100 books,15,.3601,89.13625999999999,508.28799,533.21942,520.0473,0,0,0,0,0,0
Male,Never or hardly ever,Every day,15.42,Native,.1802,0,201-500 books,18,.6745,89.13625999999999,563.7926,588.44342,555.57111,0,0,0,0,0,0
