st_gender,st_spg,st_mmog,st_age,st_immig,st_belong,st_repeat,pa_books,pa_educ,pa_escs,W_FSTUWT,math_score,scie_score,read_score,good_math,good_scie,good_read,bad_math,bad_scie,bad_read
Male,Never or hardly ever,Every day,15.42,Native,.6642,1,26-100 books,15,-.2229,108.9748,436.52649,452.13419,427.83469,0,0,0,1,0,1
Male,Never or hardly ever,Every day,15.42,Second-Generation,.7348,1,11-25 books,18,-.0962,108.9748,473.81879,414.7356,438.93811,0,0,0,0,1,1
Female,Never or hardly ever,Never or hardly ever,15.92,Native,1.3232,0,101-200 books,13,-.0814,108.9748,460.67801,444.46381,483.58871,0,0,0,0,1,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,1.5043,0,201-500 books,18,1.2635,108.9748,518.97083,505.9205,511.65979,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.9646,0,201-500 books,15,-.1321,108.9748,531.03247,531.82751,516.16418,0,0,0,0,0,0
Female,Never or hardly ever,Almost every day,15.75,Native,-.3381,0,26-100 books,13,-.1355,108.9748,572.80762,557.90863,558.58411,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,15.58,Native,.3171,0,0-10 books,10,-.8783,121.8337,462.51971,437.37241,409.14081,0,0,0,0,1,1
Female,Once or twice a month,Never or hardly ever,15.83,Native,-.8572,1,101-200 books,18,1.4189,108.9748,462.0397,419.93451,430.6828,0,0,0,0,1,1
Male,Every day,Every day,16.08,Native,-.9414,1,26-100 books,18,1.0489,108.9748,574.53119,577.95398,576.36108,0,0,0,0,0,0
Male,Never or hardly ever,Once or twice a week,16.17,Native,-.66,1,More than 500 books,18,1.4436,108.9748,582.66803,575.09271,549.19263,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.92,Native,-.0914,1,26-100 books,13,.0487,108.9748,566.7785,575.13867,605.96381,0,0,1,0,0,0
Male,Once or twice a week,Once or twice a month,15.67,Native,-.6981000000000001,0,101-200 books,18,.7652,108.9748,545.46881,597.01062,551.90759,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.33,Second-Generation,2.5915,1,11-25 books,10,-1.6746,117.6064,417.048,442.0296,450.3743,0,0,0,1,1,0
Female,Once or twice a week,Almost every day,15.92,First-Generation,-.3381,0,0-10 books,3,-2.2291,130.7697,364.5166,451.04709,485.0838,0,0,0,1,0,0
Male,Once or twice a week,Every day,15.5,Native,.1258,0,0-10 books,4,-2.1837,117.6064,380.51489,317.97,352.2836,0,0,0,1,1,1
Male,Every day,Every day,15.58,Native,-.0545,1,11-25 books,10,-.4973,117.6064,408.3642,389.5799,400.26611,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,16.25,Second-Generation,-.2015,1,0-10 books,3,-2.0936,130.7697,396.2771,382.1286,357.5072,0,0,0,1,1,1
Male,Never or hardly ever,Never or hardly ever,15.33,First-Generation,.3171,0,0-10 books,10,-1.3088,117.6064,467.39099,486.00821,437.2619,0,0,0,0,0,1
Male,Never or hardly ever,Every day,16.17,First-Generation,.3171,0,0-10 books,10,-1.5767,117.6064,415.9487,375.71741,354.48541,0,0,0,1,1,1
Female,Once or twice a month,Once or twice a month,15.92,Second-Generation,-.0153,0,26-100 books,10,-1.1272,108.9748,484.9548,488.2265,538.55768,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Second-Generation,-.1544,0,201-500 books,18,1.308,108.9748,512.81622,518.98718,569.01892,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.9646,0,26-100 books,10,-1.2886,108.9748,469.181,467.43369,533.91022,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.25,Second-Generation,-1.7548,0,26-100 books,18,1.4168,113.2056,525.51062,499.6528,471.9346,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,16.17,Second-Generation,.6642,0,11-25 books,10,-1.1203,113.2056,428.12451,381.10019,433.07999,0,0,0,1,1,1
Male,Never or hardly ever,Every day,15.5,First-Generation,1.5611,0,26-100 books,18,1.1245,117.6064,424.0607,420.31049,423.93359,0,0,0,1,1,1
Male,Almost every day,Almost every day,15.83,Native,-.8003,1,201-500 books,18,.2215,117.6064,510.55719,566.75482,516.74591,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.0101,0,101-200 books,15,.1665,118.6266,414.67551,394.478,446.0871,0,0,0,1,1,1
Female,Once or twice a week,Never or hardly ever,15.58,Native,.5073,0,101-200 books,10,-1.0307,118.6266,562.94592,565.28461,552.36328,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,.2947,0,11-25 books,10,-2.0018,118.6266,456.80191,469.34631,455.246,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,-.5776,0,26-100 books,10,-1.3089,118.6266,548.37,525.07898,579.17023,0,0,0,0,0,0
Male,Every day,Every day,16.33,Native,.0078,1,26-100 books,10,-.3296,116.3406,553.0921,580.48779,569.2251,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16,Native,.6642,1,26-100 books,13,-.2067,116.3406,578.05048,558.82672,528.95398,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.75,Native,.2774,0,11-25 books,10,-.7483,116.3406,602.83588,604.22272,543.1759,1,1,0,0,0,0
Male,Every day,Every day,15.58,Native,2.5915,0,101-200 books,18,1.816,116.3406,499.8829,519.43188,489.2767,0,0,0,0,0,0
Male,Every day,Every day,16.08,Native,-2.032,0,26-100 books,18,1.5128,108.3198,445.19131,446.4111,444.2923,0,0,0,1,1,1
Male,Never or hardly ever,Never or hardly ever,15.92,Native,.2947,0,11-25 books,10,-.8397,108.3198,493.4855,445.0704,437.61499,0,0,0,0,1,1
Male,Almost every day,Every day,16.25,Native,-.707,0,11-25 books,13,.1102,108.3198,536.22461,503.9296,498.09961,0,0,0,0,0,0
Female,Once or twice a week,Once or twice a week,15.75,Native,-1.3612,0,101-200 books,15,-.3665,118.6266,442.73679,486.80161,456.0025,0,0,0,1,0,0
Male,Once or twice a month,Once or twice a month,15.67,First-Generation,.3171,0,0-10 books,15,-.3174,116.3406,545.7749,486.13321,477.1774,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,16.08,Native,-.1515,0,26-100 books,10,-1.1823,82.22727999999999,367.86801,347.82959,425.67551,0,0,0,1,1,1
Female,Almost every day,Never or hardly ever,15.5,Second-Generation,2.5915,0,11-25 books,10,-.7252,82.22727999999999,395.27591,318.5369,435.37711,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.5,Native,-.5064,0,0-10 books,15,-.5894,82.22727999999999,420.6825,398.91791,461.6134,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,15.5,Native,.9357,0,11-25 books,15,-.4685,82.22727999999999,383.76559,396.3403,416.2645,0,0,0,1,1,1
Female,Once or twice a month,Never or hardly ever,15.67,Second-Generation,-.7985,0,26-100 books,15,.2747,82.22727999999999,513.72131,498.64429,564.2085,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.6642,0,26-100 books,10,-1.0909,82.22727999999999,486.46271,483.2897,503.1738,0,0,0,0,0,0
Male,Every day,Almost every day,15.5,Native,-1.2158,0,201-500 books,10,-.6523,90.06887999999999,552.47467,548.8241,503.7392,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.75,Native,-.5776,0,26-100 books,13,.4269,90.06887999999999,423.53351,420.25021,398.59381,0,0,0,1,1,1
Male,Once or twice a month,Almost every day,15.67,Native,.3171,0,26-100 books,13,-.7054,90.06887999999999,451.98669,453.56131,449.09329,0,0,0,0,0,1
Male,Every day,Every day,15.5,Native,-1.1006,0,101-200 books,13,-.0253,90.06887999999999,529.79993,505.7103,510.98221,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,15.58,Native,.6642,0,201-500 books,15,.9395,90.06887999999999,525.88623,502.6604,466.36911,0,0,0,0,0,0
Male,Almost every day,Every day,15.42,Native,.6124000000000001,0,26-100 books,10,-1.1151,90.06887999999999,545.49323,495.50409,509.383,0,0,0,0,0,0
Male,Almost every day,Every day,15.92,Native,-1.2627,0,101-200 books,15,-.0263,90.06887999999999,521.7594,521.94562,446.84219,0,0,0,0,0,1
Male,Every day,Almost every day,16.17,Native,.6642,1,201-500 books,15,-.0834,90.06887999999999,475.95651,466.7619,449.90839,0,0,0,0,0,1
Female,Once or twice a month,Never or hardly ever,15.67,Native,-.358,0,101-200 books,10,-.3239,82.22727999999999,336.93469,301.0101,408.99231,0,0,0,1,1,1
Male,Once or twice a month,Almost every day,16.08,Native,.6642,0,26-100 books,13,-.703,90.06887999999999,433.07571,424.20071,402.55359,0,0,0,1,1,1
Male,Almost every day,Almost every day,15.83,Native,-1.3431,0,26-100 books,10,-.9083,90.06887999999999,561.74689,587.4433,584.42188,0,0,0,0,0,0
Male,Never or hardly ever,Every day,16,Native,-.4725,0,11-25 books,18,.0297,90.06887999999999,413.15131,391.22189,398.64551,0,0,0,1,1,1
Male,Once or twice a week,Almost every day,15.58,Native,.1643,0,0-10 books,18,.8242,90.06887999999999,419.0827,396.7699,356.63589,0,0,0,1,1,1
Male,Once or twice a week,Once or twice a week,15.83,Native,.0248,0,26-100 books,13,-.1948,90.06887999999999,461.6424,443.64069,393.2496,0,0,0,0,1,1
Male,Every day,Every day,15.58,Native,.6642,0,11-25 books,18,.083,90.06887999999999,490.40839,545.10309,492.14841,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.58,Native,2.5915,0,0-10 books,13,.5094,107.315,512.4566,543.08759,565.34448,0,0,0,0,0,0
Female,Once or twice a week,Once or twice a week,15.33,Second-Generation,-1.2473,0,11-25 books,15,.1907,107.315,532.2146,544.15979,545.0351,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a month,15.5,Native,.9357,0,0-10 books,10,-.8738,118.8242,525.71179,484.4566,476.69269,0,0,0,0,0,0
Male,Never or hardly ever,Almost every day,15.33,Native,.9646,0,26-100 books,15,.2961,118.8242,568.56891,554.125,571.58319,0,0,0,0,0,0
Male,Once or twice a month,Once or twice a month,15.92,Native,1.0269,0,201-500 books,15,-.2024,118.8242,530.51147,569.20459,566.90167,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.25,Native,.236,0,26-100 books,18,.9982,107.315,627.25562,606.48907,632.87158,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Second-Generation,-.3381,0,26-100 books,18,-.0345,107.315,503.38171,500.6185,556.6203,0,0,0,0,0,0
Female,Almost every day,Once or twice a month,15.42,Native,.9357,0,101-200 books,18,1.7253,107.315,642.0741,678.2312,701.3783,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Second-Generation,.3171,0,26-100 books,15,-.506,107.315,514.42792,504.48019,553.6532,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.6642,0,101-200 books,18,1.0616,107.315,668.98059,630.67517,604.7345,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,-.3381,0,101-200 books,18,1.7106,107.315,591.13287,585.87061,608.97699,0,0,1,0,0,0
Female,Once or twice a month,Never or hardly ever,16.08,Second-Generation,.0248,0,11-25 books,13,.4345,107.315,554.25262,516.27972,576.72632,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,.6051,0,201-500 books,18,1.4505,107.315,622.86133,594.211,636.4906,1,0,1,0,0,0
Male,Once or twice a week,Every day,15.33,Native,-.1144,0,201-500 books,18,1.1741,116.3784,597.5968,596.66467,573.72748,0,0,0,0,0,0
Male,Almost every day,Every day,15.75,Native,.6241,0,201-500 books,18,1.4407,116.3784,654.43658,647.75751,599.48962,1,1,0,0,0,0
Male,Once or twice a week,Almost every day,15.58,Native,.6642,0,201-500 books,13,-.2692,116.3784,669.18561,683.90973,683.95752,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.33,Native,.2661,0,101-200 books,18,1.4405,118.8242,640.82031,617.56549,632.09552,1,1,1,0,0,0
Female,Every day,Every day,15.67,Second-Generation,-.0275,0,0-10 books,13,-.7223000000000001,179.724,349.42749,388.4873,429.6644,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.4906,0,101-200 books,15,.2127,179.724,374.10889,443.0538,506.89279,0,0,0,1,1,0
Male,Once or twice a week,Once or twice a week,15.92,Native,1.398,0,11-25 books,10,.2875,187.3921,457.99319,482.82019,478.03241,0,0,0,0,0,0
Male,Once or twice a week,Every day,15.58,Native,-.8307,0,26-100 books,18,1.2884,187.3921,549.49298,590.18982,532.95343,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Second-Generation,.2628,0,11-25 books,10,-1.2265,165.1525,388.16599,413.10309,484.3522,0,0,0,1,1,0
Female,Once or twice a week,Once or twice a week,15.83,Native,1.5043,0,0-10 books,15,-.3649,165.1525,414.9267,471.09149,524.10638,0,0,0,1,0,0
Female,Once or twice a week,Never or hardly ever,15.58,Native,.6642,0,11-25 books,10,-.8827,165.1525,428.8183,419.12311,472.315,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.0825,0,26-100 books,18,.3884,165.1525,359.67661,420.6904,467.12399,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,16,Native,.9357,0,26-100 books,13,-.7513,165.1525,369.1232,362.4736,429.86481,0,0,0,1,1,1
Male,Almost every day,Every day,16.25,Second-Generation,.331,0,101-200 books,18,1.2178,185.9202,431.09161,458.05081,414.5293,0,0,0,1,0,1
Female,Never or hardly ever,Never or hardly ever,16.17,Native,.1643,0,11-25 books,15,-.2194,144.0346,439.92599,472.25089,507.57849,0,0,0,1,0,0
Male,Never or hardly ever,Once or twice a month,16.08,Native,.1021,0,26-100 books,18,-.1652,144.0346,521.43768,521.10327,487.92731,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.33,Native,-.9585,0,0-10 books,10,-1.3889,148.8439,387.00171,411.00751,466.7605,0,0,0,1,1,0
Female,Never or hardly ever,Never or hardly ever,15.58,Native,-.6615,0,201-500 books,15,.2135,148.8439,471.73441,514.94312,497.85989,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.6642,0,11-25 books,10,-1.4237,148.8439,319.5549,300.9624,381.7153,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.58,Native,-.4089,0,0-10 books,18,-.0445,148.8439,441.66971,482.82629,511.9035,0,0,0,1,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,1.398,0,26-100 books,10,-.6734,148.8439,479.3876,515.87677,502.60629,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.5,Native,.4033,0,26-100 books,18,1.4063,148.8439,460.7908,467.48099,497.745,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.67,Native,1.0269,0,201-500 books,18,2.0806,143.2241,605.69659,601.96692,565.46442,1,1,0,0,0,0
Male,Once or twice a month,Never or hardly ever,16.25,Native,1.5043,0,26-100 books,13,-.7146,143.2241,518.03333,527.92432,489.7149,0,0,0,0,0,0
Male,Almost every day,Every day,15.83,Native,-.66,1,101-200 books,10,-.8532,143.2241,565.03497,599.909,562.63422,0,0,0,0,0,0
Female,Once or twice a week,Never or hardly ever,15.75,Native,-.5917,0,201-500 books,18,1.1992,111.7463,549.3299,595.55469,559.00531,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.92,Native,.9357,1,26-100 books,10,-.7449,111.7463,502.94861,529.52429,503.5723,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,2.5915,0,201-500 books,15,.6417,111.7463,653.61578,694.22412,682.29779,1,1,1,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,-.9641999999999999,0,101-200 books,15,.0946,111.7463,446.82339,392.81491,396.09479,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.83,Native,-1.0834,0,201-500 books,18,1.0213,111.7463,496.5347,488.99271,494.36389,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,-.9585,0,26-100 books,15,.119,111.7463,546.60858,580.39502,574.13458,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.67,Native,-1.8018,0,201-500 books,18,1.0898,111.7463,525.87421,520.38623,560.22461,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.83,Native,.9357,0,201-500 books,18,1.6824,116.5141,613.36182,636.45459,613.77631,1,1,1,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.5,Native,.3812,0,201-500 books,18,1.4443,116.5141,582.55341,604.78711,572.69891,0,1,0,0,0,0
Male,Never or hardly ever,Almost every day,15.42,Native,.7934,0,101-200 books,18,.5596,116.5141,584.90118,615.04541,547.19159,0,1,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.83,Native,.3171,0,101-200 books,15,.511,116.5141,549.01471,545.59869,540.10022,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.42,Native,.9646,0,101-200 books,13,.998,116.5141,598.50739,604.71082,596.5481,0,1,0,0,0,0
Male,Once or twice a month,Once or twice a month,15.5,Native,.7934,0,201-500 books,18,1.4866,116.5141,567.58771,603.82831,575.20349,0,1,0,0,0,0
Male,Once or twice a month,Once or twice a week,15.67,Native,-.2933,0,26-100 books,18,.5491,116.5141,478.59909,521.07581,489.68329,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Second-Generation,-.5064,0,26-100 books,18,.6363,102.6863,504.0928,527.95001,577.81781,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16,Second-Generation,1.5043,0,26-100 books,10,-.7441,102.6863,474.90469,493.41031,517.88501,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,15.83,Native,.0674,0,101-200 books,18,1.0425,115.5989,673.13171,736.02338,682.96942,1,1,1,0,0,0
Male,Every day,Every day,16.08,Native,2.2154,0,201-500 books,18,1.5629,115.5989,470.9425,448.06879,451.86938,0,0,0,0,1,0
Male,Almost every day,Never or hardly ever,16,Native,.6642,0,More than 500 books,18,1.3526,115.5989,500.94171,496.45029,518.39618,0,0,0,0,0,0
Male,Once or twice a month,Every day,15.58,Native,-.8844,0,201-500 books,18,1.4448,115.5989,571.37189,563.78369,575.7655,0,0,0,0,0,0
Male,Every day,Every day,15.92,Native,1.5043,0,101-200 books,18,1.4478,115.5989,584.88892,620.83411,587.66663,0,1,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,1.1245,0,201-500 books,18,1.5248,111.7463,454.2345,488.56461,538.40887,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.5,Native,-.7862,1,201-500 books,18,1.6682,111.7463,536.72528,534.45288,590.60931,0,0,0,0,0,0
Male,Every day,Every day,15.5,Native,1.398,0,More than 500 books,15,.8093,116.5141,620.88739,638.47369,578.08313,1,1,0,0,0,0
Male,Never or hardly ever,Every day,15.42,Native,.1464,1,26-100 books,10,-1.1741,89.66279,407.59741,431.30911,480.3909,0,0,0,1,1,0
Male,Once or twice a month,Once or twice a month,15.67,Native,.6642,1,0-10 books,18,.9165,89.66279,429.78491,439.16571,451.6897,0,0,0,1,1,0
Female,Once or twice a week,Once or twice a week,15.5,Native,-.3381,1,101-200 books,15,.8796,89.66279,455.61871,485.13651,447.90771,0,0,0,0,0,1
Female,Never or hardly ever,Almost every day,16.33,Second-Generation,.1052,1,11-25 books,13,-.7494,89.66279,434.42661,433.8392,481.75201,0,0,0,1,1,0
Female,Once or twice a week,Once or twice a week,16.25,Native,.6642,1,26-100 books,13,-.3402,89.66279,463.84351,502.67831,510.5361,0,0,0,0,0,0
Male,Almost every day,Every day,16.25,Second-Generation,2.5915,1,26-100 books,10,-1.2341,89.66279,541.65662,560.55139,553.41083,0,0,0,0,0,0
Male,Almost every day,Once or twice a month,16.33,Native,-1.2743,0,201-500 books,15,-.2565,89.66279,488.5549,531.04938,474.3183,0,0,0,0,0,0
Male,Once or twice a week,Once or twice a week,16.17,Native,.0248,0,26-100 books,10,-.2758,89.66279,504.03809,496.67841,527.78027,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,16.25,Native,.9646,0,26-100 books,15,-.3661,89.66279,457.80521,462.7767,453.23969,0,0,0,0,0,0
Female,Almost every day,Once or twice a week,16,Native,-.1867,0,11-25 books,13,.231,89.66279,478.5249,489.7598,472.0307,0,0,0,0,0,0
Female,Once or twice a month,Never or hardly ever,16.08,Native,2.5915,0,101-200 books,10,-1.0312,89.66279,439.43951,437.71631,509.62411,0,0,0,1,1,0
Female,Never or hardly ever,Every day,15.67,Native,-.0504,0,201-500 books,10,-.1381,89.66279,523.12073,527.93469,542.07562,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.6642,0,101-200 books,10,-1.1287,89.66279,530.66992,527.02338,567.93591,0,0,0,0,0,0
Female,Almost every day,Never or hardly ever,16.33,Native,1.0269,0,101-200 books,15,-.5656,89.66279,445.03989,450.3576,471.26682,0,0,0,1,0,0
Male,Once or twice a month,Almost every day,16.17,Second-Generation,.6642,0,0-10 books,10,-.9808,100.2429,482.5397,401.18799,507.73941,0,0,0,0,1,0
Male,Once or twice a week,Almost every day,16.08,First-Generation,-.9024,0,26-100 books,13,.2884,100.2429,576.30267,589.60083,528.89618,0,0,0,0,0,0
Male,Almost every day,Once or twice a week,16.08,Native,-3.1297,0,26-100 books,15,.5322,100.2429,559.84381,591.36169,573.95831,0,0,0,0,0,0
Male,Once or twice a week,Never or hardly ever,16.17,Native,.0248,0,26-100 books,15,-.0889,100.2429,532.91028,512.98907,464.42639,0,0,0,0,0,0
Female,Every day,Every day,15.75,Native,-1.5251,1,11-25 books,13,-.4726,89.66279,477.93201,468.12509,461.90671,0,0,0,0,0,0
Female,Once or twice a week,Never or hardly ever,15.42,Native,.6642,0,201-500 books,15,-.002,89.66279,509.12021,493.3844,573.46332,0,0,0,0,0,0
Female,Never or hardly ever,Once or twice a month,15.67,Native,1.398,0,201-500 books,13,-.1639,89.66279,482.7706,536.02942,525.25348,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.75,Native,.6642,0,0-10 books,15,-.7005,89.64529,415.67621,379.6763,396.30939,0,0,0,1,1,1
Male,Almost every day,Every day,15.33,Native,.1434,0,101-200 books,10,-.5537,97.18827,397.52011,396.2486,384.69281,0,0,0,1,1,1
Female,Once or twice a week,Never or hardly ever,15.58,Native,-.1662,0,26-100 books,10,-1.8806,89.64529,345.2489,420.94461,423.5665,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,15.33,Native,.2526,0,26-100 books,15,-.4619,89.64529,475.31131,479.7641,484.974,0,0,0,0,0,0
Female,Every day,Once or twice a week,15.42,Native,-.9186,0,201-500 books,18,1.1146,89.64529,537.8103,591.58392,568.33832,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.42,Native,-.2913,0,201-500 books,10,-.7089,89.64529,494.9487,523.47998,507.87769,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.58,Native,.2526,0,26-100 books,15,-.5903,89.64529,475.14899,498.6864,515.34662,0,0,0,0,0,0
Male,Almost every day,Almost every day,15.33,Second-Generation,-1.7673,0,101-200 books,10,-.998,97.18827,439.97351,433.50049,420.38889,0,0,0,1,1,1
Male,Once or twice a month,Every day,15.33,Native,.6642,0,26-100 books,18,1.3098,97.18827,573.02069,598.0943,542.6756,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.67,Native,.6443,0,26-100 books,10,-1.1907,97.18827,610.92871,619.67358,586.75232,1,1,0,0,0,0
Male,Almost every day,Every day,16.17,Native,.6846,0,101-200 books,10,-1.0708,97.18827,506.5256,524.32568,449.18619,0,0,0,0,0,1
Male,Once or twice a week,Once or twice a week,15.67,Native,-.2269,0,26-100 books,18,1.0863,97.18827,403.55661,408.89279,388.51871,0,0,0,1,1,1
Male,Once or twice a month,Once or twice a month,15.42,Second-Generation,-.0944,0,26-100 books,10,-1.3586,97.18827,468.87341,455.08539,450.55591,0,0,0,0,0,0
Male,Once or twice a week,Almost every day,15.75,Native,-.6837,0,26-100 books,10,-1.2442,97.18827,440.58331,429.76749,406.2738,0,0,0,1,1,1
Female,Never or hardly ever,Never or hardly ever,16.08,Native,.6642,0,101-200 books,10,-.5113,91.98511000000001,586.14838,608.56952,581.95752,0,1,0,0,0,0
Female,Once or twice a month,Never or hardly ever,15.92,Native,2.5915,0,26-100 books,13,-.5305,91.98511000000001,469.8916,469.50851,479.89639,0,0,0,0,0,0
Female,Never or hardly ever,Never or hardly ever,15.83,Native,-.6691,0,101-200 books,10,-.626,91.98511000000001,499.2063,491.35931,509.35501,0,0,0,0,0,0
Female,Almost every day,Almost every day,16.08,Native,.2947,0,201-500 books,15,-.0261,91.98511000000001,462.25562,518.21429,515.63782,0,0,0,0,0,0
Female,Every day,Almost every day,16.17,Native,-1.1565,0,More than 500 books,18,.8388,91.98511000000001,447.914,461.10541,470.9444,0,0,0,1,0,0
Male,Once or twice a month,Every day,15.83,Second-Generation,.3602,0,11-25 books,10,-.962,95.65831,462.30719,506.71561,476.82651,0,0,0,0,0,0
Male,Never or hardly ever,Never or hardly ever,15.83,Native,.1052,0,26-100 books,15,-.0978,95.65831,548.08368,610.3219,536.29657,0,1,0,0,0,0
Male,Once or twice a week,Once or twice a week,16,Native,.1002,0,101-200 books,18,1.5924,95.65831,468.74481,483.01239,413.19879,0,0,0,0,0,1
